dataset,acc_mean,acc_std,acc_best,time_train,time_val
SmallKitchenAppliances,0.7568890056022408,0.05442224790095779,0.8079262955182073,28.901818999944954,0.05645129069985706
SmoothSubspace,0.996875,0.004555431167847891,1.0,3.2176326600107132,0.005709056800027611
SonyAIBORobotSurface1,0.8100245786516854,0.12147461578167275,0.9026334269662921,1.7278117600799305,0.016440175300187546
SonyAIBORobotSurface2,0.9425884046052632,0.0029339825491579647,0.9467859100877193,1.865009320009267,0.02473872849995678
StarLightCurves,0.9742045454545455,0.0019068219966481069,0.9759943181818181,106.24970335993858,1.7129606323999904
Strawberry,0.9835983187134503,0.0034184236349638674,0.9892635233918128,23.648194460041122,0.021558175899670455
SwedishLeaf,0.9597538716814158,0.002138109373572584,0.9634402654867257,11.448613100097282,0.022799362200370522
Symbols,0.9789200599747476,0.0027621358640099515,0.9828263099747475,2.3880129799479617,0.08851552809972782
SyntheticControl,0.9963541666666667,0.0012757759076996082,0.9973958333333334,6.242952440062072,0.009274350700259674
ToeSegmentation1,0.9633437500000002,0.011330269193624665,0.979375,5.782067839958472,0.015477740900503707
ToeSegmentation2,0.97734375,0.0045554311678478905,0.984375,2.516018240072299,0.013312973799969768
Trace,1.0,0.0,1.0,4.274091240070993,0.0068853307004319506
TwoLeadECG,0.9980902777777778,0.0010123180372995106,0.9991319444444444,1.8891723200737034,0.030858227199816613
TwoPatterns,1.0,0.0,1.0,22.70073368010344,0.14349529519947826
UMD,0.9953125,0.0015625,0.99609375,3.235657919984078,0.007953512999403755
UWaveGestureLibraryAll,0.9302180768140589,0.0054492306427324725,0.9363529265873015,88.14257435991894,0.7003988537002297
UWaveGestureLibraryX,0.7901440263605443,0.013852770880718589,0.8079471371882087,43.96639856001711,0.2630718674991804
UWaveGestureLibraryY,0.7120695153061225,0.02361349538809835,0.7534899376417233,43.95274985999568,0.263094027900137
UWaveGestureLibraryZ,0.7405700821995465,0.004787886193668677,0.746000744047619,43.951541680045196,0.26315068770022476
Wafer,0.9982461734693878,0.00047297184228923904,0.9987244897959183,27.041611179994653,0.25128037659992697
Wine,0.7962962962962964,0.058560697410525525,0.8703703703703703,2.4978836799622512,0.004079954200133216
WordSynonyms,0.6912450396825397,0.011958408803662777,0.7101438492063492,13.510597679938655,0.04101489279969246
Worms,0.7896103896103897,0.02518275250605886,0.8181818181818182,19.154618259950077,0.015174874099844601
WormsTwoClass,0.7974025974025973,0.033465191497987316,0.8441558441558441,19.15660118001397,0.015183731699595226
Yoga,0.8810081845238095,0.011584950752118692,0.8936941964285715,16.16901391997817,0.2859204979991191
